Category,Message
ham,i hope you know im still mad at you
ham,send me your id and password
ham,oh only 4 outside players allowed to play know
spam,sunshine quiz win a super sony dvd recorder if you canname the capital of australia text mquiz to 82277 b
ham,u free on sat rite u wan 2 watch infernal affairs wif me n darren n mayb xy
spam,urgent we are trying to contact u todays draw shows that you have won a 800 prize guaranteed call 09050001808 from land line claim m95 valid12hrs only
ham,howz that persons story
spam,download as many ringtones as u like no restrictions 1000s 2 choose u can even send 2 yr buddys txt sir to 80082 3 
ham,how did you find out in a way that didnt include all of these details
ham,didnt you get hep b immunisation in nigeria
spam,urgent your mobile was awarded a 1500 bonus caller prize on 27603 our final attempt 2 contact u call 08714714011
ham,sorry left phone upstairs ok might be hectic but would be all my birds with one fell swoop its a date
ham,goodmorning today i am late for  ltdecimalgt min
ham,babe have you got enough money to pick up bread and milk  and ill give you it back when you get home 
ham,what is your record for one night 
ham,yeah hopefully if tyler cant do it i could maybe ask around a bit
ham,sorry completely forgot  will pop em round this week if your still here
ham,lul im gettin some juicy gossip at the hospital two nurses are talking about how fat they are gettin and one thinks shes obese oyea
ham,im in school now n ill be in da lab doing some stuff give me a call when  r done
ham,not from this campus are you in the library
ham, still got lessons   in sch
ham,k can that happen tonight
ham,lol you forgot it eh  yes ill bring it in babe
ham,ya just telling abt tht incident
ham,am slow in using biolas fne
ham,love has one law make happy the person you love in the same way friendship has one law never make ur friend feel alone until you are alive gud night
ham,yup thk of u oso boring wat
ham,oh really perform write a paper go to a movie and be home by midnight huh
ham,hi its kate how is your evening i hope i can see you tomorrow for a bit but i have to bloody babyjontet txt back if u can  xxx
ham,so why didnt you holla
ham,by the way make sure u get train to worc foregate street not shrub hill have fun night x
ham,wot u wanna do then missy
ham,where in abj are you serving are you staying with dad or alone
ham,are u coming to the funeral home
ham,umma did she say anything
ham,this phone has the weirdest auto correct
ham,so now my dad is gonna call after he gets out of work and ask all these crazy questions
spam,your chance to be on a reality fantasy show call now  08707509020 just 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 is a national  rate call
ham,hey babe my friend had to cancel still up for a visit 
ham,oh that was a forwarded message i thought you send that to me
ham,2 and half years i missed your friendship
ham,watching cartoon listening music amp at eve had to go temple amp church what about u
ham,hello madam how are you 
ham,well its not like you actually called someone a punto that woulda been worse
ham,it shall be fine i have avalarr now will hollalater
ham,sorry ill call later
spam,pls stop bootydelious 32f is inviting you to be her friend reply yes434 or no434 see her wwwsmsacubootydelious stop send stop frnd to 62468
ham,hi my darlin im on my way to london and we have just been smashed into by another driver and have a big dent im really missing u what have u been up to xxx
ham,im at arestaurant eating squid i will be out about 1030 wanna dosomething or is that to late
ham,i just lov this line hurt me with the truth
spam,want explicit sex in 30 secs ring 02073162414 now costs 20pmin gsex pobox 2667 wc1n 3xx
spam,great new offer  double mins  double txt on best orange tariffs and get latest camera phones 4 free call mobileupd8 free on 08000839402 now or 2stoptxt tcs
ham,no gifts you trying to get me to throw myself off a cliff or something
ham,anyway i dont think i can secure anything up here lemme know if you want me to drive down south and chill
ham,was just about to ask will keep this one maybe thats why you didnt get all the messages we sent you on glo
ham,lol now im after that hot air balloon
ham,okey dokey swashbuckling stuff what oh
ham,still in customer place
ham,well good morning mr  hows london treatin ya treacle
ham,im in a movie collect car oredi
ham,thursday night yeah sure thing well work it out then
ham, sad puppy noise
ham,send ur birthdate with month and year i will tel u ur life partners name and the method of calculation reply must
spam,sms services for your inclusive text credits pls goto wwwcomuknet login 3qxj9 unsubscribe with stop no extra charge help 08702840625comuk 220cm2 9ae
ham,shuhui has bought rons present its a swatch watch
ham,prepare to be pleasured 
ham,how its a little difficult but its a simple way to enter this place
ham,aight we can pick some up you open before tonight
ham,it does it on its own most of the time it fixes my spelling but sometimes it gets a completely diff word go figure
ham,to the wonderful okors have a great month we cherish you guys and wish you well each day mojibiola
spam,u can win 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs wwwidewcom skillgame 1winaweek age16 150ppermesssubscription
ham,nothing just getting msgs by dis name wit different nos
ham,shes fine sends her greetings
ham,i dont thnk its a wrong calling between us
ham,get the door im here
ham,have you laid your airtel line to rest
ham,shes good how are you where r u working now
ham,wa u so efficient gee thanx
ham,i dont want to hear anything
ham,yes princess i want to catch you with my big strong hands
ham,edison has rightly said a fool can ask more questions than a wise man can answer now you know why all of us are speechless during viva gm
ham,talk with yourself atleast once in a day otherwise you will miss your best friend in this world shakespeare shesil  ltgt
ham,i havent forgotten you i might have a couple bucks to send you tomorrow k i love ya too
ham,watching tv lor y she so funny we bluff her 4 wat izzit because she thk its impossible between us
ham,yup im free
ham,response is one of d powerful weapon 2 occupy a place in others heart so
ham,good morning my dear have a great amp successful day
ham,should i be stalking u
ham,ya im referin to meis ex wat no ah waitin 4 u to treat somebody shld b rich liaoso gd den u dun have to work frm tmr onwards
ham,where 
ham,future is not what we planned for tomorrow it is the result of what we do today do the best in present enjoy the future
ham,aft i finish my lunch then i go str down lor ard 3 smth lor u finish ur lunch already
ham,sorry  mail  
ham,ya they are well and fine bbdpooja full pimpleseven she become quite blackand ur rite here its too cold wearing sweatter
ham,i think i am disturbing her da
ham,chinatown got porridge claypot rice yam cake fishhead beehoon either we eat cheap den go cafe n tok or go nydc or somethin
ham,we took hooch for a walk toaday and i fell over splat grazed my knees and everything should have stayed at home see you tomorrow 
ham,i dont run away frm u i walk slowly amp it kills me that u dont care enough to stop me
ham,god blessget good sleep my deari will pray
spam,free tones hope you enjoyed your new content text stop to 61610 to unsubscribe help08712400602450p provided by tones2youcouk
